context_precision,context_recall,faithfulness,answer_relevancy,factual_correctness(mode=f1),system
0.6999999999566666,0.6344827586206897,0.7428571428571429,0.8811413572072982,0.4,Naive RAG
0.49999999996333333,0.28735632183908044,0.6133333333333333,0.8843172801293179,0.40599999999999997,Metadata Filtering RAG
0.6999999999666666,0.4942528735632184,0.7377777777777779,0.918352913683323,0.404,Hybrid Search RAG
0.6999999999566666,0.5011494252873563,0.775,0.9475259803973518,0.396,Query Expansion RAG
0.5666666666233333,0.4344827586206897,0.7666666666666667,0.9348662302903082,0.43599999999999994,Reranking RAG
